session_id,GENERAL / Type,CAMP / camp_id,TIME DATA / start_time,TIME DATA / end_time,ASSESS / goals,ASSESS / highlighted,ASSESS / best,ASSESS / To Work,ASSESS / assessment_boolean,GENERAL / Results,ASSESS / Standard move,audionotes,ASSESS / Wind Pattern
Wn.xdusKRE-TWpth4b9tgw,Training,QY-ul09.RK-ETdlAcnksRg,"13/8/2025, 9:30:00 a. m.","13/8/2025, 12:26:00 p. m.",,,"No me deja anotar en free notes:
- tener el chupador de mayor corto me hace que no pueda en la virada tirar la escota para popa y pasar bien. Y en la llevada me saca el poder traerme cabo arriba para tener slack.
- Escota de globo corta me mata en las entradas a la Trasluchada no poder recorrer para tenerla de más adentro y ahí hacer check. Y en la llevada también incómoda para estirase.","
- Entry en las viradas seguir el ritmo de la proa

- ⁠éxit poner en números salir bien puestos 

- ⁠Trasluchada: estos días desarmar e ir arrancando por bloques 

-Entrada a la virada fuera de rango: estoy out ir metiendo hasta estar con buena mayor y ahí en el estoy ir.

- Buscar la salida Nevin e Ian: salir sin hacer peso al trapecio así no hace stall.

- Comunicación en esos momentos que siento que hay que apoyar y Maxi siente que se puede soltar buscar de combinar las dos cosas y de forma sincro.

- Tema de ir más a proa en la popa cuando todavía está en momentos de cross no volverse loco para ir atrás. Sino ir generando y tener como recurso ir adelante cuando se siente que se va a caer el globo.

- Salidas de la Trasluchada salir sin hacer fuerza al trapecio también ya que, pegarle puede complicar a Maxi. (Yo creo que depende igual hay veces en las que una mini pegada ayuda al sacar el globo más volado) - entiendo igual también el comentario de que es poco lo que poder ganar y mucho para cagarla.",,,,,
QoQarkwkQeO5egt5fosEGQ,Training,QY-ul09.RK-ETdlAcnksRg,"14/8/2025, 4:10:00 p. m.","8/14/2025, 5:28:00 PM",,,"- Trasluchadas se sentían mejor: más check y el globo ya salía bien volado.

- Buscar lograr entrar el barco un poco más con pies de algodón en la entrada de la Trasluchada.

- Salida sintiendo dónde está el timonel y la proa para decidir qué hacer.

- No esperar en el medio sino ir trasladándome ya que es muy fácil después estar tarde.",,,,,,
wp4m7hc8Q5Wo7kXr9OgvLg,Training,QY-ul09.RK-ETdlAcnksRg,"15/8/2025, 3:20:00 p. m.","15/8/2025, 5:20:00 p. m.",,,,,,,,,
HkcPe08nSOSrcxQ4MmwTmg,Training,OV1EXZpzTHW-LNdgOg4tvA,"18/8/2025, 5:28:00 p. m.","18/8/2025, 8:10:00 p. m.","Intensity
Attitude into the drills to allways learn something no mater what’s happening outside
",,"Quality in the intensity 👏👏
Fluid turns downwind without kite
Keeping the flow fast while hoisting
","Identifying pressure at the exit of the gybe to know if we attack the new side strong or if we should get the a bit behind the boat in the exit to keep power to develop speed 

360 entry. Sometimes to much leeward heel
Maybe crew doing the main??
And after the gybe, maybe is better for nevin to stay in doing the main and keep on turning than get out, then in, trim main and tack

Tack exits. If it is flat and the boat is fast on the new side, we should get out normal
If the boat is bouncing or there’s chop, maybe back is good

",,,,,
iSQJB-D9QPaTJ7UoNj8Umw,Training,OV1EXZpzTHW-LNdgOg4tvA,"19/8/2025, 4:22:00 p. m.","19/8/2025, 6:20:00 p. m.","Drop early above 18 knts
Trust skipper Kipling the boat quick when crew is dropping and getting the deck clear for the UW",,"Strength in the intensity
Execution in the figure 8s, beating the g-force
Flow in the two sails gybes down wind","Check of the kite in the puff gybes

Entry in the tacks, some where a bit late and we lost grip in the rudder at the middle of the tack
",,,,,
jffqezPxTjizMfQF4UABqA,Training,OV1EXZpzTHW-LNdgOg4tvA,"19/8/2025, 8:20:00 p. m.","19/8/2025, 10:00:00 p. m.","Moños around the marks of the race course

Long line starts to practice time and diatance",,"Great time and distance in all starts

Tacks, we where a bit earlier in the entry that helped the boat to turn smoother and faster

Drops","Keep on being aware of timing to drop by trusting we will keep the boat fast and use that time to be tidy on the mark rounding to attack the next leg

Kite check in the strong breeze and this technique of melges kite passing (keep the kite checked and as the boat will keep turning that will make the kite pass to the new side and by that time Ian needs to have good cadence on getting the rope accross till have some load to go out

Tacks and bear aways. 
Make sure how much we release the jib before we start the tack
And Ian being aware of the power zone by bearing away to put some weight on",,,,,
MZkCH92oSZaQdLQQ1LBdRg,Training,OV1EXZpzTHW-LNdgOg4tvA,"22/8/2025, 11:30:00 a. m.","22/8/2025, 1:25:00 p. m.",,,"Bear aways

Gybes, good check from Ian and boat control after passing the main (Ian need to keep focus as soon as releases the old sheet, to get out cause the bow will start going a bit up)

","Main releases on the drops 

UW speed. There are good moments but sometimes loosing the balance and fighting a bit too long to get it back
Nev’s comment was how important was to grab the tiller hard for him to have the bow control instead of letting the bow do whatever he wants

Main block block when flogging the kite DW

Carefull not over loose the jib before tacks
",,,,,
Vb0q1BbrQJiWgGusVG4usQ,,OV1EXZpzTHW-LNdgOg4tvA,"20/8/2025, 5:30:00 p. m.","20/8/2025, 8:15:00 p. m.",,,,,,,,,
Zzxh7POGRZ-fhYj-bh.qcQ,Training,OV1EXZpzTHW-LNdgOg4tvA,"23/8/2025, 12:00:00 p. m.","23/8/2025, 2:00:00 p. m.","Bail out and make sure to have a clear start to avoid no grip situations with other boats around

Overstood the layline can help to a closer gybest to the top mark

When the layline comes UW, wait 4 more secs to make sure we don’t compromise the speed before bear away

",,"Gybeset’s

Tacks. Much better the accuracy on how much job we where easing before turning

Balance UW. Getting better on driving more aggressive and allways being aware to keep the boat sliding forward


","-amount of main sheet before gybing in survival seems to be key

-port tack starts, making sure we are pacient to shave the “last” boat starting
!patience! Is money

-how much to hike on Dw two sails

",,,,,
BplpC3HMS8y9nQKTnXTIag,Training,OV1EXZpzTHW-LNdgOg4tvA,"24/8/2025, 4:46:00 p. m.","24/8/2025, 6:30:00 p. m.",,,"Comms and confidence to win the pin end
001 mode, important for nevin to stay in doing the main and been accurate so we don’t hit the mark while Ian does the weight

When we are about to get grip forward, Ian’s pump is money to get something into the foils first and then have control of the situation

-Nev’s trap must be high so it’s easier to hook and do main trim perfectly without compromising the heel creating a big risk to fall into the mark

ATITTUDE to know that we are working and we need to have the wright perspective of what we need to work on to keep improving things that they are still not at it’s best","Gybes pump, we can try nevin exit forward on the wing and instead of pumping down, we should feel more the grip we are creating while pumping to see the duration of it

Tacks exit have to be forward in the wing to ingage the bow into the water helping to get more grip out of it ",,,,,
afVWVpxkQPu3ljeibGOu.Q,Training,OV1EXZpzTHW-LNdgOg4tvA,"25/8/2025, 4:30:00 p. m.","25/8/2025, 6:00:00 p. m.",,,Pin end starts. Better on the acceleration process ,Standardize that when we are on the tight side of the pin end we should allways keep a bit of LW heel. That’s means we care the lane and we don’t crash the mark,,,,,
z.VW9o48SX2KFjLaEzs6jg,Training,FYrCLz7gQZms8X-rA4qr7A,"10/9/2025, 9:50:00 a. m.","10/9/2025, 12:20:00 p. m.",,,"-when pin is favoured, allways more time (easy to be late)
-when committee is favoured, easy to get close too esrly","On the exit of the gybes, nevin has to hit further forward, next to the wing corner. So for this, Ian must be next to the mast and close to the jib track

In the acceleration with 4/5knts, Nev can try to hit with the main in the tillers hand to use the from hand to hit the trap",,,,,
SIo3v7ddRo6q0z5-fjTWkQ,Training,FYrCLz7gQZms8X-rA4qr7A,"11/9/2025, 8:44:00 a. m.","11/9/2025, 11:30:00 a. m.",,,"Speed and strategy (good wind readings) 
","Modding, we can be more agresive in the way we use the heel, bodies and controls to make differences on how we get to the new wind, attached to how we play controls
11knts on, good to vang hard, under 11 we can use cunno carefully to realease

Allways head out, when we are in first DW, check more behind and have a plan to avoid boats behind passing us. Anticipate with modes when we are on the same lane
",,,"Right seems to be more secure
3 shifts per leg
DW go for pressure",,
VWJY4ZxuRiWcrXENbUR0RA,Training,9HSEcCkSShqgVDeJIWq3MQ,"12/9/2025, 5:35:00 a. m.","12/9/2025, 8:40:00 a. m.",,false,"Buenas sensaciones en popa, y en ceñida en los momentos que permitía ir para popa y encontrar un poco más de estabilidad.

Cancha estadística: dsp hablar con Maxi y Klaus:
- Me dio la sensación de que la derecha por ahí entraba más al principio del día más fuerte y después estuvo más predominantemente la izquierda.
- La derecha más fuerte era al principio de la ceñida desp no parecía haber una tan buena.
- Problema de ir a la derecha y que preste y los de la izquierda la agarran y los de más abajo ir negados y perdiendo metros.","- Viradas: la entrada al principio del día me costaba ir en timing estaba un poco tarde.

- Poder comunicar más lo que va a venir y lo que habría que hacer para que Maxi saque más la cabeza.

- Charlar un plan antes de largar: Tener una propuesta y tratar de defenderla y evaluar el post que pasó. 

- Estar más metódico con la revisada de la puesta a punto entre regata y regata.

- Buscar esa sensación cuando yendo a penas para arriba cargaba más. (Conectar y encontrar cuando es esa sensación)

- Mejorar que los controles no estén tan duros. 

SHOTING:
- Controles 
- Ver cómo ir más rápido a ponerlos 
- Ver cómo hacer que la arrancada no sea de 0 100",,,,,
G4RBTZd5T0eNKMUPiMSr7g,Training,FYrCLz7gQZms8X-rA4qr7A,"12/9/2025, 4:45:00 a. m.","12/9/2025, 8:00:00 a. m.",,,,"Communicating what we think previously on what we want to change in the way we try/ do things in the project
Don’t make concepts without sharing thoughts cause then we loose the correct interaction

HEAD OUT! Ian’s lead the boat and drives it so Nev can take the head out",,,"Both Corners were strong
When tacking the shift early, we should keep an eye on the ones that were going deeper cause many times there was more",,
LlkXOw8uRWG-xTIAILGkbw,Training,FYrCLz7gQZms8X-rA4qr7A,"13/9/2025, 8:32:00 a. m.","13/9/2025, 11:45:00 a. m.","
",,"Releasing boat when we were to LW very nice and quick

Holding and fighting when we were to WW

Old orange made us go forward DW!! 😀😀

DW hiking low and hard, and trining the main hard in transition with Ian walking and ouching from the wing with his feet","Vang / cunno feel UW

In those 8knts, understanding the load loop. (Load, bow wants to go up but hold rudder, accelerates, a parent goes forward, follow with a small press)

",,,"Test and straight line
Speed in on details (vang cunno body position shrouds) search and execute them well",,
LOPt2923QQehn3PYgJcYoA,Training,9HSEcCkSShqgVDeJIWq3MQ,"13/9/2025, 8:15:00 a. m.","13/9/2025, 12:30:00 p. m.",Llevada probadas de velocidad,,"- Sensación al principio del día de a medida que iba acelerando el barco primero soltar y después de que acelera casar y entrar en ciclo.

- Sensación de ir para arriba con timón primero y desp la mayor un poco más tarde encontrar presión más alto y mejor vmg.

","- Mover menos la mejor de lo que creo la mitad.
- Virada sentir y calibrar el timing de entrada con Maxi.
- Cazar shokord para que el trapecio esté firme del otro lado.
- Pedir apoyadita a Maxi cuando siento que se nos está por caer y acompañar en timing con mayor.",,,,,
jakp9RlPTiu7tNwdPp3RZw,Training,FYrCLz7gQZms8X-rA4qr7A,"14/9/2025, 8:52:00 a. m.","14/9/2025, 12:00:00 p. m.","Leeward boat of the pack in this condition is strong 

Corners have something

Shout when we have boats infront to make them know we are overlay and don’t slam us",,"UW speed 
","Main trimming in 5/6knts. At the beginning we were a little bit respectful on triming as hard as we need

Make sure when we trim the main, we buy that degree up to make the gains in and avoid stoling the main

Gybes, there’s still something to learn on how we pump and engage that movement with asking the boat",,,"Leeward boat of the pack in this condition is strong 

Corners have something

Shout when we have boats infront to make them know we are overlay and don’t slam us",,
S4SO9qRNTLaoZKmvfTt-gA,Training,9HSEcCkSShqgVDeJIWq3MQ,"14/9/2025, 9:03:00 a. m.","14/9/2025, 12:30:00 p. m.",,true,"- Buena velocidad en ceñida y en popa

- Usar donas mas altas con calma para poder usar el ala arriba de las mordazas de vang y cuni. Buena velocidad en popa con eso.

- Adaptarse a que con la mayor más cazada el barco giraba más rápido y por más de no estar cómodos con ese nuevo timing ver cómo resolver. 

- Buena sensación cuando pusimos más tensión al bajo y fuimos a base. Con la ola que había necesitábamos más power.

- Encontré en el ala un lugar que me permite hacer muchas correcciones e ir agarrando cada vez más en ceñida. Rotar la pierna de atrás para ver más para adelante.
","Charlar un poco más lo que vamos a hacer para estar mejor preparados para ejecutar.

Pegar más suave y largo en las viradas.

Maxi ver si soltar un poquito el foque antes de virar. 

Ser puntuales en ir al agua para no perdernos probadas con otros equipos. Y tener a punto una lista con los temas a solucionar. Siendo más prudentes con los tiempos.",,,,,
YjhgSAkVTseV5syNPtfD9Q,Training,FYrCLz7gQZms8X-rA4qr7A,"15/9/2025, 9:30:00 a. m.","15/9/2025, 12:04:00 p. m.",,,"Attitude, has been a hard day and we went through with the wright mind set to take the most of it and keep positive to find where and how we could make gains

","With chop, seems to be better to be slightly on the tight side of turns in the rig with twisty sails and just sailing the boat at the 90% of the times
Cannot pretend big accelerations as in flat water

Accelerations execution ",,,"Wind from the 210, was a mix of sea breeze with off shore wind, so this made the left more secure but still unexpected shifts to the right 

Starting at the edges was more secure to get into the layline with a strong position",,
dB2coQOMSju.XScrFLxznQ,Training,FYrCLz7gQZms8X-rA4qr7A,"16/9/2025, 9:40:00 a. m.","16/9/2025, 11:50:00 a. m.",,,"Improved speed and starts 

Attitude

","Port to stardboard gybes steps, we need to get back the flow and keep moving a bit more to stay with high manouvers standards",,,In this convention days between sea breeze and NW seems to  be good to start clear and focus on speed to be able to be strong on our side and then start from there,,
aervOes.SvSDLIRGhdAtuw,Training,9HSEcCkSShqgVDeJIWq3MQ,"15/9/2025, 9:30:00 a. m.","15/9/2025, 12:46:00 p. m.",,,"Mover menos la mayor nos daba más estabilidad y poder usar mejor los lifts para ir para arriba.

Pedir a Maxi en los momentos que se me va la lanita un poco más de foque.

Largada primeros desde sota y poder hacer la línea hasta el layline y hacer un buen cruce.

Trasluchada en espejo con Ian y Nevin y llegar a la boya mejor que ellos con buen layline y velocidad. 

","Sentir bien el movimiento justo de mayor, tratando de mover lo menos posible pero en lo justo.

",,,,,
AObDn0O3RkGDUIpOJMyW2Q,Training,9HSEcCkSShqgVDeJIWq3MQ,"16/9/2025, 9:00:00 a. m.","17/9/2025, 11:44:00 a. m.",,,"Mover menos la mayor.

Extrem hike en ceñida con agua plana se sentía muy rápido el barco en las probadas.

En popa la tirada para adelante estirando la pierna de atrás se sentia muy bueno y tuvimos buenas sensaciones en popa.

Cantar a Maxi cuando estoy en las trasluchadas así el busca una proa un poco más alta y salimos más puestos.","Bajarse rápido después de las izadas. Maxi espérame más abajo y con el pie de adelante más atrás.

Esperar con mejor escora en las largadas.

Tipo de arrancada sobre la línea, Maxi charlarlo avísarme qué tipo de shoot es o va a ser. 
",,,,,
Fc6BfEbgRjWFpS5asr7H1A,Training,9HSEcCkSShqgVDeJIWq3MQ,"26/9/2025, 7:11:00 a. m.","26/9/2025, 10:11:00 a. m.","Pusimos como objetivo navegar antes de las regatas 

Quedarnos un rato después

Correr limpia la regata sin complejizarla mucho y navegar sin situaciones. (Soplaba bastante se tumbaron muchos)",,"No nos tumbamos.

Primer regata estábamos ahí de los buenos, y nada con cosas para mejorar de laylines, y otras cosas estamos ahí, nos falta un poco en ceñida pero hay para mejorar puesta a punto, técnica y pesos.","Puesta a punto: Darse cuenta más rápido de cuanto sopla hoy Tobia tenía 23 -  7 cuando nosotros teníamos 19 - 4.

Viradas como encontrar que no se escore antes de virar pero que tampoco quiebre.

Laylines, hoy perdimos bastante por no pegarlos, no se veian mucho las boyas mejorar sacar mejor o mas la cabeza e ir eatables.",,,,,
6bdS1sOWTsWYtPUgVV.pqQ,Training,3-.5QSc.QoGcVjIvOCFv5w,"29/9/2025, 9:30:00 a. m.","29/9/2025, 11:15:00 a. m.","Splash day
Accelerations (confidence)
Light air DW/gybing 

When we get roled in the DW, no time to complain, get back, reposition and find the way to pass them back",,,,,,,,
a.oZPUrxNTs-oi8UiApWn0Q,Training,3-.5QSc.QoGcVjIvOCFv5w,"30/9/2025, 8:00:00 a. m.","30/9/2025, 10:45:00 a. m.",,,"DW speed. Great advancement on working the bodies on the same lane without steering too much

In the tacks, important to know that if it is a tack where we need to care the lane afterwords and we need to manage power with the heeling, it’s fine for Nev to be ready to come in after the first pump.
If we see preassure when we are hiring, trust and just stay and work the boat flatter to get quicker into numbers","Engaging the boat with the angle and preassure after the gybes under 6knts. And it’s normally when there’s not enough pressure after the first pump to stay out in the trap

In the transitions, talk and learn to read those ones that last longer than 1sec
In the ones of 1sec, we crank the main, squeeze legs hard and the boat engage right after that
The ones that are longer, it’s important to know that will take longer to develop power so we sail through it with a bit more heel, “happy leeches” and deeper main (less or no vang)",,,"Find lanes after the start where we can secure preassure to develop the mode
Too many meters in those first 200mts in clear lanes

Unstable sea breeze. Work each position to make each race better by passing one by one
Winning the side meant top 8 at the top mark

Gybeset looked strong when righties shown at the top mark

“It’s all about how we get quicker into numbers after a manouvers, how we turn is adjustable to the boat speed”. So main focus is to find and talk about preassure, heel, and bow angle on the exit to engage right away with the development of speed!",,
5.EokoWcQUC2bF6rw9krzQ,Training,3-.5QSc.QoGcVjIvOCFv5w,"1/10/2025, 5:15:00 a. m.","1/10/2025, 7:06:00 a. m.","Start execution
Strategy
Reading the wind and knowing when to dig hard in the cornes for preassure and angle",,"Starts where good

Lane picking for starting on last race and being patient to wait for our moment to tack on the left hand side of the course
","When to trust the side and wait to take it all instead of buying something to the middle that get us in between the two corners

Develop the mode of shifting the jib hard to unload the main, steer 1 degree higher and get the boat to WW",,,Seems like the mistral shifted left today at 11:30 and since then there where stronger lefties,,
AecNB-mhRDynhDliEJvZGA,Training,3-.5QSc.QoGcVjIvOCFv5w,"2/10/2025, 8:39:00 a. m.","2/10/2025, 10:40:00 a. m.",,,,"Positive attitude and support

Encourage to have the head out 90% of the time

No fear to make manouvers at 50% when the importance is the big picture and be heading to the favored side",,,"The hardest was to find good moments to connect the right hand side of the course with the left
So sailing neutral to the left was allways good",,
NUOrgXddRBahbeyBtncFww,Training,3-.5QSc.QoGcVjIvOCFv5w,"3/10/2025, 8:30:00 a. m.","3/10/2025, 10:15:00 a. m.",,,"Tactic and strategic desicions

Mindset: positive, tranquilo, vamos
No results thinking, every point counts. Stay engaged
💪🏼
","DW kinetics between 4 and 6 knots
When to squeeze it a bit more, move quicker in & out to get the boat going again

Gybes:
HANG TIME while hitting on the new side
Try to feel what the hand is saying. And when there’s no pressure, move in knowing that something will appear soon… we need to learn more about those times. Tends to happens quicker than what it thoughts
This makes shorter moves and avoids the standing after the hit
",,,,,
GpC5F3GbTHukU7.A.yTP6g,Training,3-.5QSc.QoGcVjIvOCFv5w,"5/10/2025, 4:30:00 a. m.","5/10/2025, 5:45:00 a. m.","Short sail after meassurement

Long starts to get the feel in the line. Keep the comms of what’s the wind doing so if it is a lefty, shoot earlier, or if it is a rightie watch out

Move a bit to keep the boat wet

",,"Attitude

Good flow in the swing of the gybes
","Main trim coordination and steering, important to let nevin know when Ian is t the last 5% of control in the main so Nev knows is all on him
",,,,,
xvPowS6PSLGjXbWrlDJXag,Training,3-.5QSc.QoGcVjIvOCFv5w,"6/10/2025, 5:26:00 a. m.","6/10/2025, 6:30:00 a. m.",,,"2…1…go timing for the gybes under 10knts
It’s the right tempo from when Nev get in the rail till we hit the traps ","Transitions and speed analysis
Of the boat speed is slow, first let the boat develop with a bit of twist and heel and as soon as it faster, we trap harder and we use controls and final adjustments
If we are allready quick into a puff, we buy it all with trap and we don’t let the heel change from how we where sailing with

Understanding when to apply cunno, is the 5th gear on unstable condition
Mostly to capitalize gains quick",,,HEAD OUT! Is the best rule we can put on this days to anticipate and be linked in what we need and how to achieve it,,
IAgS.KhDRYO-ahvfvaBhSA,Regatta,MdUWNzfNQxSw.I.rYCEqBA,"7/10/2025, 9:31:00 a. m.","7/10/2025, 1:00:00 p. m.",,,"Big gains on DW today. Sailing well vmg and shifts

Attitude was great!

Playing conservative the first runs and allways coming back little by little","By a bit more in the extrema of the starts to secure better lanes and options

Last 30usd a comms in before starting on how to best boats around

Getting the final touch to get a rocket UW

Less manouvers",,7/3/10,"Seems like the right hand side of the UW was stronger
Was all about how to play the middle right of the course UW

",,
QR8efst7SYOumWkR4cmIKg,Regatta,MdUWNzfNQxSw.I.rYCEqBA,"8/10/2025, 7:05:00 a. m.","8/10/2025, 10:30:00 a. m.",Keep building the confidence for the confidence for the gold fleet ,,"First race recover

Solid sailing desicions

No deep races. So still no discard","When to keep it simple and bang the corner by sailing fast and minimizing manouvers.
This will be something to have present but it’s not a must.

Opening with the team on how we are feeling. We talk to let go and keep light
Trust that by speeking on how we feel, helps to let go the feel and connect with the present 


",,2/8/11,Last 10 secs space at the comitee as a possibility to start and tack to hit the right,,
8D3IpYvgSzOojIw5JMixtg,Regatta,MdUWNzfNQxSw.I.rYCEqBA,"9/10/2025, 7:03:00 a. m.","9/10/2025, 10:39:00 a. m.","Under 9knts, we should let Nev rule the tack exit, meaning that he has to accelerate the way he cross from the middle out pushing the tiller hard while jumping out on the rail to help the bow rotate quicker, so Ian has to follow that a bit from behind to secure the preassure/heeling in the exit

On the gybes, we can start the rotation quicker, lacking a stop in the middle and hitting hard on the new side with really tight tiller with the bow on the exit angle position, never higher…",,"Come back form tough first race

","UW boat speed and coma on how to get the boat quicker

Tacks under 8.5knts Nev should accelerate from the middle out and Ian follows that. We need him to grab the new tiller and accelerate his rotation to set the bow earlier on the angle so we accelerate sooner

If we turn quicker on the entry of the gybe, we should pause in the middle and as soon as the kite is filled and there’s a bit of heel, we hit the trap and hold the lane so we develop forward",,18/6/5,Clear lanes off the line allows team to get strong to the top mark,,
HaEgJvF.RjCXq-HAtWOIvQ,Regatta,MdUWNzfNQxSw.I.rYCEqBA,"10/10/2025, 9:58:00 a. m.","10/10/2025, 1:45:00 p. m.",,,"Attitude! respect
We couldn’t perform well, we were disappointed but stil respectfull with each other. We still know there’s a lot to play and we want to","Starting execution to have an easier beat.
Wich are those 6 lanes that will take us strong to the first cross?

Port tack start. We have to practice a lot. Is a strong move. Not many people knows how to do it well.
We need to be able to make the shaves with a closer hull angle. When we come in to hot (180* from the boats on stb) it’s very hard to make the cross to a boat on a higher lane.
We need to interact better where that lane is to pick wich % to position in to

DW watch wich will be the passing lanes. Look over the back shoulder to see the preassure that is feeling from behind that will take us down to the gate",,21/20/11,,,
a-lWJSVb0SaOejFzgnhT9rg,Regatta,MdUWNzfNQxSw.I.rYCEqBA,"11/10/2025, 6:21:00 a. m.","11/10/2025, 9:21:00 a. m.","- Stay together after a hard first day of finals

- Be sharper on the start execution

- Make sure before we gybe on the last 20% that we run with the pressure down

- Keep the race routine",,"- Speed UW
- Starts
- Mentality

","Avoid situations 

How to play the last 15% of the DW.
Secure the position and not to open passing chances to us

How to play the last 30% of the DW
When to secure our position being patience knowing that the more we wait the better for us, or feeling secure to match them when they go.
Happy to leave our side, when we have to cover a bigger % pack and forgive one boat that is risking more on our side… (risk management)
For all this, know well our numeric position and with wich boats we are playing the run
",,1/6/6 end up being dsq dsq race 2/3,"DW last 30% before layline:
- When close to boat in front, we trust our manoeuvres and speed to mirror gybe and possible roll them

- If it is hard to pass a boat in front but the ones behind are still close, the more we wait, the smaller chances for the to pass us. So we can gybe in layline or match them if they go earlier",,
V5iqpEL1QEGcn5qJEHCBOQ,Regatta,MdUWNzfNQxSw.I.rYCEqBA,"12/10/2025, 7:15:00 a. m.","12/10/2025, 8:18:00 a. m.",,,"Start execution

Speed upwind

Strategy in the 2nd upwind

Banging laylines",,,4,,"The bank is a little bit too much open and it needs to be corrected through the regatta. So maybe with a little bit more of Ian's and Nevin's body outside the boat, it will compensate the trim. And this is more than not enough.",
bnQ7ZNYjSvaEBGqz83veNA,Training,FYrCLz7gQZms8X-rA4qr7A,"18/9/2025, 9:58:00 a. m.","18/9/2025, 11:58:00 a. m.","Starts
DW",,"We got the boat locked in 7/8 knots
Concept of “cicle”. Power / load = 2secs of apparent, loosing pressure.
Crew stays forward in the wing, we stretch out on the power and a lot of sensibility to crunch the knees when we feel we are loosing it and hold the bow at the same angle to keep spinnaker trim same so we are ready for the next cicle","UW modes matching tactics and wind strategy
- Making sure if we go for speed and boat release with the main, we still sail in the pressure 

So, very important to identify when we keep hight to secure the tack or we trust the speed va cause there will still be gains in 1min.",,,,,
J-AK6DMKQjC9qO0BjU7TXw,Training,FYrCLz7gQZms8X-rA4qr7A,"17/9/2025, 9:05:00 a. m.","17/9/2025, 11:05:00 a. m.",,,,"Trim jib as hard as possible to have the bow closer to the low power zone and “Slam” the bow with the rudder to manage the load in the instability.
Drive looking the wind on our shoulder to anticipate. Not so important on what is happening in the tailtales",,,,,
0XBVzxYjRSOGc1RL8e8tNQ,Training,cKL1Uo11QDWnwEfu0vz39Q,"25/10/2025, 9:29:00 a. m.","25/10/2025, 12:01:00 p. m.",,,"- Tener herramientas en el bote. 
- Especialmente un cuchillo.
- Puesta punto cuando ya es survival carro en 5 y alto en + 0,5 o + 1.
- Elegir cuándo acelerar. Buscar cómo navegar en el medio del rango.
- Herramientas: bolso bote, pinzas, dynema, un plano, ",,,,,,
zNVaXJAaS1-FME59QJCiVQ,Training,cKL1Uo11QDWnwEfu0vz39Q,"8/11/2025, 10:30:00 a. m.","8/11/2025, 1:20:00 p. m.",,,,"- comunicación 
- preguntas (que ves, plan, confirmar plan, antes del barlo por donde vamos a correr la popa, etc)
- tripu hechos. 
- Protoco largada tripu: que paga de la linea, que puesta a punto tenemos, preguntar por plan, y confirmar, que paso en la regata o probada anterior
- viradas buscar cazar mas la mayor en la entrada
- trasluchadas pegada mas larga 

- confiar en que si miramos y hablamos del viento y la forma de correr mejora todo lo demas 
- linkear modos con el plan de regata (mantenerse alto para estar el la presión o rapido porque lo siguiente es negada, etc)
",,,,,
xKYR6jNGT-SHzLVrBgmLpA,Training,cKL1Uo11QDWnwEfu0vz39Q,"9/11/2025, 9:15:00 a. m.","9/11/2025, 12:29:00 p. m.",,,- Sentir como mejora la tecnica por mas que estemos trabajando el sacar la cabeza y ganar metros por el viento,"- comunicación + preguntas protocolo de preguntas
- no solo mirar el viento a modo de check sino tomarse mas tiempo
- viradas esperar mas antes de pararse 
- si canto el tiempo cantarlo mas fluido cada 10
- elegir momentos para hacer las preguntas, barlo como se vio la ceñida y cual es el plan de la popa, mitad de la popa cual es el plan para el gate, y la ceñida… loop

- puedo no saber t pregunto como lo ve tadeo.
-diferenciar entre presion y prestada . Y entre calma y negada. ",,,"Si no veo el gate y vengo adelante hago layline a boya mas corta. Si vengo en el pulpo sigo al layline de la prox para ya tener interno.

C menos de 8 nudos priorizo presion y meterme bien tanto cenida como popa. A veces sobrado pero evitar el parche de calma paga. 

Cuando no lo tengo claro puedo tener un call q sea mientras orzo el gate veo el angulo en el q salgo y ahi decido si es c virada o sin virada. Pq a veces es dificil entender el role del viento en popa.



",,
Xv5rc-waThq7HcOZUeLtWQ,Training,cKL1Uo11QDWnwEfu0vz39Q,"11/11/2025, 2:30:00 p. m.","11/11/2025, 6:40:00 p. m.",,,,"Notas 11/11

Comunicación
- Ir leyendo más la cancha por más de tener las pulsaciones altas y tirar hechos. 
-RE CHEQUEAR LA MANIOBRA Y PLAN COMO EJERCICIO PARA QUE NO HAYA ERRORES Y de ese modo que también quede claro.

-Timing sobre las arriadas, practicar ir antes abajo el globo pero mantener el barco rápido.

-Maxi usar los 2 - 1 en las arriadas para calibrar timing.

-Si vamos a tomar referencia hacerlo bien, y no patinando la línea. Porque con la corriente u olas te puede desplazar y lo que se piensa que era línea ya no es, aunque antes que no tener nada puede ser un minimo a tener en cuenta.

-Decir copy u ok post comunicaciones.
-Virada agarrando más la mayor haciendo doble mordaza y tener en cuenta cuando es el cross a proa.

-Decir cuando una maniobra fue buena o un layline, etc

-Mirar la cancha cuando soltamos el lado que queríamos cuidar ponerle especial foco a ese lado.",,,,,
